Product_ID,Product_Name,Category,Sub_Category,Brand,Unit_Of_Measure,Length_cm,Width_cm,Height_cm,Unit_Weight_kg,Selling_Price,Reorder_Level,Status
PROD0398,Blue Star Microwaves Model-136,Home Appliances,Microwaves,Blue Star,Pcs,76.1,46.1,165.7,54.22,49902.62,166,Active
PROD0399,Tata Beverages Model-811,FMCG - Food,Beverages,Tata,Kg,11.6,11.2,7.9,1.08,65.38,50,Active
PROD0400,Boroplus Skincare Model-841,FMCG - Personal Care,Skincare,Boroplus,Box,10.7,10.3,20.6,0.46,1024.97,46,Active
PROD0401,Tata Dishwashing Model-729,FMCG - Home Care,Dishwashing,Tata,Pcs,15.4,14.5,22.3,1.06,564.09,400,Active
PROD0402,Raymond Men's Wear Model-576,Apparel,Men's Wear,Raymond,Pack,35.9,26.1,3.2,0.8,2041.45,32,Active
PROD0403,Nike Formal Shoes Model-755,Footwear,Formal Shoes,Nike,Pair,31.9,16.8,10.3,0.82,3479.96,17,Active
PROD0404,Pepperfry Office Furniture Model-841,Furniture,Office Furniture,Pepperfry,Pcs,131.5,51.6,106.7,41.74,17550.13,12,Active
PROD0405,Studds Electronics Model-742,Automotive Accessories,Electronics,Studds,Set,45.7,26.1,13.4,4.75,3428.83,116,Active
PROD0406,Cello Desk Organizers Model-648,Office Supplies,Desk Organizers,Cello,Box,11.2,18.7,12.4,2.67,549.79,27,Active
PROD0407,Havells Safety Gear Model-741,Industrial Tools,Safety Gear,Havells,Box,52.1,26.3,14.7,7.26,13036.61,140,Active
PROD0408,Patanjali Supplements Model-523,Health & Wellness,Supplements,Patanjali,Pack,14.9,8.6,9.5,1.91,726.81,64,Active
PROD0409,Milton Cookware Model-194,Kitchenware,Cookware,Milton,Set,27.7,30.0,28.1,0.94,1799.56,117,Active
PROD0410,Lego Action Figures Model-887,Toys & Games,Action Figures,Lego,Pcs,34.7,28.8,18.5,0.42,2591.08,332,Active
PROD0411,SG Fitness Equipment Model-418,Sports & Fitness,Fitness Equipment,SG,Pcs,87.1,27.8,7.2,7.11,792.14,134,Active
PROD0412,Nestlé Baby Food Model-876,Baby Care,Baby Food,Nestlé,Box,35.6,16.3,16.0,1.22,1377.46,17,Active
PROD0413,Wildcraft Travel Suitcases Model-217,Luggage & Bags,Travel Suitcases,Wildcraft,Pcs,53.7,29.0,34.6,2.62,4894.93,140,Active
PROD0414,Havells Plumbing Model-172,Hardware,Plumbing,Havells,Pack,20.3,10.1,11.7,1.39,1909.41,16,Active
PROD0415,Titan Smartphones Model-501,Electronics,Smartphones,Titan,Pcs,31.1,27.3,13.3,2.45,38561.08,31,Active
PROD0416,Samsung Water Purifiers Model-873,Home Appliances,Water Purifiers,Samsung,Set,64.1,34.6,152.3,46.92,8578.94,314,Active
PROD0417,Bikaji Dairy Products Model-337,FMCG - Food,Dairy Products,Bikaji,Box,7.9,18.4,9.2,1.85,163.02,31,Active
PROD0418,Boroplus Oral Care Model-599,FMCG - Personal Care,Oral Care,Boroplus,Pcs,4.7,4.9,17.2,0.85,374.6,46,Active
PROD0419,Dabur Detergents Model-937,FMCG - Home Care,Detergents,Dabur,Pack,11.5,14.7,29.8,2.76,384.7,129,Active
PROD0420,Reliance Women's Wear Model-493,Apparel,Women's Wear,Reliance,Pcs,26.8,27.2,5.5,0.97,2128.49,44,Active
PROD0421,Bata Formal Shoes Model-785,Footwear,Formal Shoes,Bata,Pair,32.4,20.0,14.2,0.56,3738.02,62,Active
PROD0422,Durian Bedroom Model-515,Furniture,Bedroom,Durian,Pcs,105.8,81.1,87.7,37.43,12468.18,13,Active
PROD0423,Philips Helmets Model-873,Automotive Accessories,Helmets,Philips,Box,42.4,32.7,21.5,2.83,2473.73,264,Active
PROD0424,Camlin Desk Organizers Model-683,Office Supplies,Desk Organizers,Camlin,Pcs,32.6,23.7,11.3,2.75,1485.73,306,Active
PROD0425,Stanley Measuring Instruments Model-972,Industrial Tools,Measuring Instruments,Stanley,Set,13.1,36.8,29.2,0.31,8620.44,17,Active
PROD0426,Himalaya Supplements Model-542,Health & Wellness,Supplements,Himalaya,Set,17.5,15.7,9.1,0.93,712.53,185,Active
PROD0427,Borosil Small Kitchen Appliances Model-960,Kitchenware,Small Kitchen Appliances,Borosil,Set,15.4,34.9,23.4,0.84,497.97,41,Active
PROD0428,Funskool Educational Toys Model-240,Toys & Games,Educational Toys,Funskool,Set,34.2,27.2,22.9,1.77,3270.03,108,Active
PROD0429,Decathlon Team Sports Model-463,Sports & Fitness,Team Sports,Decathlon,Pcs,34.5,28.1,19.4,12.73,3031.81,36,Active
PROD0430,Himalaya Baby Bath Model-138,Baby Care,Baby Bath,Himalaya,Pcs,29.3,21.1,36.9,3.85,292.15,43,Active
PROD0431,Skybags Handbags Model-629,Luggage & Bags,Handbags,Skybags,Pcs,40.7,30.3,41.0,2.99,5809.9,50,Active
PROD0432,Anchor Fasteners Model-154,Hardware,Fasteners,Anchor,Pack,18.4,5.2,11.8,9.07,2317.16,95,Active
PROD0433,Logitech Audio Model-271,Electronics,Audio,Logitech,Pcs,30.9,19.9,7.5,2.77,23025.13,47,Active
PROD0434,Voltas Refrigerators Model-928,Home Appliances,Refrigerators,Voltas,Pcs,47.2,34.1,110.8,56.09,19865.55,221,Active
PROD0435,Amul Staples Model-859,FMCG - Food,Staples,Amul,Pack,17.1,18.7,22.7,3.31,308.42,150,Active
PROD0436,Unilever Soaps & Bodywash Model-918,FMCG - Personal Care,Soaps & Bodywash,Unilever,Box,13.5,6.7,11.3,0.19,1124.03,276,Active
PROD0437,Dabur Air Fresheners Model-343,FMCG - Home Care,Air Fresheners,Dabur,Pcs,19.5,7.5,24.4,4.24,86.72,17,Active
PROD0438,Reliance Ethnic Wear Model-587,Apparel,Ethnic Wear,Reliance,Set,29.5,29.2,7.5,0.4,3170.74,83,Active
PROD0439,Nike Sandals Model-395,Footwear,Sandals,Nike,Box,28.8,17.2,12.7,1.74,945.24,32,Active
PROD0440,Tata Storage Model-767,Furniture,Storage,Tata,Set,76.8,56.0,47.9,30.48,14603.65,341,Active
PROD0441,Philips Helmets Model-445,Automotive Accessories,Helmets,Philips,Box,37.6,15.4,18.7,4.1,6687.18,16,Active
PROD0442,Camlin Filing Model-324,Office Supplies,Filing,Camlin,Pcs,12.6,5.7,10.1,0.22,903.38,77,Active
PROD0443,Bosch Power Tools Model-188,Industrial Tools,Power Tools,Bosch,Box,16.5,29.0,27.5,6.92,14523.9,21,Active
PROD0444,Omron First Aid Model-177,Health & Wellness,First Aid,Omron,Set,23.5,9.1,9.3,1.82,2332.65,70,Active
PROD0445,Prestige Storage Containers Model-491,Kitchenware,Storage Containers,Prestige,Set,21.6,11.5,29.1,1.47,2286.79,22,Active
PROD0446,Hasbro Educational Toys Model-211,Toys & Games,Educational Toys,Hasbro,Pcs,26.2,18.6,17.3,0.35,1657.22,54,Active
PROD0447,Decathlon Yoga Accessories Model-119,Sports & Fitness,Yoga Accessories,Decathlon,Set,30.6,29.2,28.3,10.04,3380.63,381,Active
PROD0448,Nestlé Baby Food Model-824,Baby Care,Baby Food,Nestlé,Box,29.1,22.1,45.0,3.27,268.24,99,Active
PROD0449,VIP Duffle Bags Model-680,Luggage & Bags,Duffle Bags,VIP,Set,35.0,22.6,32.5,4.49,5676.6,31,Active
PROD0450,Finolex Paints & Finishes Model-763,Hardware,Paints & Finishes,Finolex,Box,9.4,5.6,10.8,1.99,2798.74,50,Active
PROD0451,Sony Wearables Model-747,Electronics,Wearables,Sony,Set,32.1,8.5,5.5,2.55,50888.83,58,Active
PROD0452,Bajaj Air Conditioners Model-646,Home Appliances,Air Conditioners,Bajaj,Set,88.0,30.8,87.5,25.26,47563.25,23,Active
PROD0453,Bikaji Confectionery Model-794,FMCG - Food,Confectionery,Bikaji,Box,19.8,8.5,4.0,3.69,401.34,129,Discontinued
PROD0454,Dabur Haircare Model-276,FMCG - Personal Care,Haircare,Dabur,Box,4.5,6.5,21.9,0.48,246.29,359,Active
PROD0455,Dabur Detergents Model-709,FMCG - Home Care,Detergents,Dabur,Litre,6.3,8.0,18.4,4.21,674.62,17,Active
PROD0456,Titan Innerwear Model-240,Apparel,Innerwear,Titan,Set,36.7,26.9,6.6,0.77,1709.12,68,Active
PROD0457,Bata Formal Shoes Model-478,Footwear,Formal Shoes,Bata,Pair,29.4,21.5,10.2,0.54,5145.25,20,Discontinued
PROD0458,Godrej Interio Storage Model-106,Furniture,Storage,Godrej Interio,Pcs,59.7,45.3,92.1,40.25,15443.45,40,Active
PROD0459,Studds Helmets Model-755,Automotive Accessories,Helmets,Studds,Set,30.9,22.4,28.5,3.74,493.45,277,Active
PROD0460,Camlin Paper Products Model-456,Office Supplies,Paper Products,Camlin,Set,5.1,9.7,3.5,1.61,170.66,44,Active
PROD0461,Stanley Measuring Instruments Model-383,Industrial Tools,Measuring Instruments,Stanley,Pcs,19.7,33.5,22.1,11.63,7378.99,12,Active
PROD0462,Patanjali Personal Hygiene Model-314,Health & Wellness,Personal Hygiene,Patanjali,Set,10.0,14.3,13.9,0.96,402.82,287,Active
PROD0463,Hawkins Cookware Model-627,Kitchenware,Cookware,Hawkins,Pcs,12.5,15.9,18.9,2.98,2182.47,30,Active
PROD0464,Mattel Board Games Model-333,Toys & Games,Board Games,Mattel,Pcs,17.1,18.3,9.0,2.24,442.65,13,Active
PROD0465,SS Cricket Gear Model-724,Sports & Fitness,Cricket Gear,SS,Set,33.7,21.2,16.4,3.07,4463.43,92,Active
PROD0466,MamyPoko Baby Food Model-239,Baby Care,Baby Food,MamyPoko,Pack,44.1,23.8,14.4,1.44,2227.38,50,Active
PROD0467,Safari Travel Suitcases Model-666,Luggage & Bags,Travel Suitcases,Safari,Pcs,27.6,36.4,52.0,4.48,5232.65,85,Discontinued
PROD0468,Pidilite Paints & Finishes Model-993,Hardware,Paints & Finishes,Pidilite,Box,11.2,11.5,8.3,9.28,3787.7,50,Active
PROD0469,Samsung Smartphones Model-581,Electronics,Smartphones,Samsung,Box,33.1,5.8,11.6,1.73,68073.87,107,Active
PROD0470,Crompton Refrigerators Model-871,Home Appliances,Refrigerators,Crompton,Pcs,71.6,50.3,70.5,26.5,17441.4,11,Active
PROD0471,ITC Staples Model-820,FMCG - Food,Staples,ITC,Litre,22.2,16.2,2.7,2.3,622.03,35,Active
PROD0472,Boroplus Oral Care Model-820,FMCG - Personal Care,Oral Care,Boroplus,Box,4.0,9.0,15.8,0.71,660.56,27,Active
PROD0473,Unilever Insecticides Model-689,FMCG - Home Care,Insecticides,Unilever,Litre,20.8,6.2,32.0,3.73,87.14,33,Active
PROD0474,Reliance Men's Wear Model-474,Apparel,Men's Wear,Reliance,Set,32.4,20.5,3.1,0.74,581.42,76,Active
PROD0475,Adidas Casual Shoes Model-652,Footwear,Casual Shoes,Adidas,Pair,31.5,20.2,13.8,1.62,4335.92,24,Active
PROD0476,Tata Office Furniture Model-796,Furniture,Office Furniture,Tata,Set,70.5,43.8,67.6,23.42,19143.87,331,Active
PROD0477,3M Bike Accessories Model-735,Automotive Accessories,Bike Accessories,3M,Set,42.0,38.4,25.2,5.66,711.9,39,Active
PROD0478,Reynolds Filing Model-395,Office Supplies,Filing,Reynolds,Box,8.3,10.5,11.1,1.51,1316.24,50,Discontinued
PROD0479,Schneider Electric Measuring Instruments Model-235,Industrial Tools,Measuring Instruments,Schneider Electric,Set,27.3,22.2,21.1,3.71,1412.77,79,Active
PROD0480,Zydus Personal Hygiene Model-692,Health & Wellness,Personal Hygiene,Zydus,Pcs,18.1,16.8,9.9,1.37,1637.48,108,Active
PROD0481,Borosil Dinnerware Model-275,Kitchenware,Dinnerware,Borosil,Set,17.9,19.3,15.8,4.26,869.44,394,Active
PROD0482,Mitashi Educational Toys Model-392,Toys & Games,Educational Toys,Mitashi,Pcs,39.2,26.8,18.9,1.7,706.5,160,Active
PROD0483,Decathlon Cricket Gear Model-366,Sports & Fitness,Cricket Gear,Decathlon,Set,34.4,26.9,5.9,4.89,4290.2,288,Active
PROD0484,Himalaya Baby Bath Model-125,Baby Care,Baby Bath,Himalaya,Box,47.2,33.1,57.1,3.72,474.53,119,Active
PROD0485,Wildcraft Handbags Model-585,Luggage & Bags,Handbags,Wildcraft,Set,54.1,33.9,74.7,3.13,6896.61,38,Active
PROD0486,Pidilite Electrical Fittings Model-590,Hardware,Electrical Fittings,Pidilite,Pcs,8.5,13.3,9.6,4.08,3371.46,173,Active
PROD0487,Dell Accessories Model-697,Electronics,Accessories,Dell,Box,16.7,28.4,7.0,0.18,46318.95,15,Active
PROD0488,Bosch Microwaves Model-602,Home Appliances,Microwaves,Bosch,Set,66.2,55.6,47.8,45.01,27347.37,37,Active
PROD0489,Amul Staples Model-391,FMCG - Food,Staples,Amul,Kg,12.0,19.7,26.5,0.48,587.73,36,Active
PROD0490,Unilever Oral Care Model-925,FMCG - Personal Care,Oral Care,Unilever,Box,14.7,7.4,23.4,0.18,725.26,23,Active
PROD0491,Reliance Insecticides Model-167,FMCG - Home Care,Insecticides,Reliance,Pcs,6.8,11.1,32.9,2.19,518.0,343,Active
PROD0492,Allen Solly Women's Wear Model-952,Apparel,Women's Wear,Allen Solly,Set,25.8,22.4,6.9,0.47,2757.87,39,Active
PROD0493,Adidas Sports Shoes Model-368,Footwear,Sports Shoes,Adidas,Box,34.6,20.8,12.4,1.32,5399.04,275,Active
PROD0494,Godrej Interio Bedroom Model-222,Furniture,Bedroom,Godrej Interio,Set,94.2,98.2,87.9,18.19,17596.28,83,Active
PROD0495,Amaron Electronics Model-937,Automotive Accessories,Electronics,Amaron,Pcs,24.9,32.0,5.4,1.71,4736.91,109,Active
PROD0496,Camlin Writing Instruments Model-267,Office Supplies,Writing Instruments,Camlin,Box,13.2,13.4,13.9,1.1,456.09,59,Active
PROD0497,Bosch Hand Tools Model-713,Industrial Tools,Hand Tools,Bosch,Pcs,37.2,35.9,25.7,8.31,4865.55,33,Active
PROD0498,Himalaya Personal Hygiene Model-113,Health & Wellness,Personal Hygiene,Himalaya,Box,15.4,10.6,9.8,0.75,2741.29,189,Active
PROD0499,Cello Dinnerware Model-728,Kitchenware,Dinnerware,Cello,Box,39.1,23.1,20.6,2.85,3818.09,267,Active
PROD0500,Lego Board Games Model-117,Toys & Games,Board Games,Lego,Box,20.4,23.8,7.8,1.16,3459.02,31,Active
