Inventory_ID,Warehouse_ID,Product_ID,Current_Stock,Reserved_Stock,Safety_Stock,Last_Restock_Date
INV2490,WH049,PROD0115,182,35,36,2026-05-21
INV2491,WH025,PROD0245,638,253,69,2026-07-09
INV2492,WH032,PROD0431,187,74,18,2026-06-25
INV2493,WH044,PROD0431,129,10,34,2026-05-14
INV2494,WH041,PROD0441,59,3,25,2026-04-09
INV2495,WH032,PROD0261,647,164,57,2026-06-28
INV2496,WH013,PROD0367,2352,128,264,2026-07-27
INV2497,WH027,PROD0298,160,61,26,2026-06-16
INV2498,WH050,PROD0023,196,15,16,2026-06-04
INV2499,WH009,PROD0477,184,21,30,2026-05-23
INV2500,WH021,PROD0356,181,27,26,2026-06-17
INV2501,WH017,PROD0305,519,201,196,2026-07-29
INV2502,WH031,PROD0250,176,57,67,2026-06-25
INV2503,WH003,PROD0300,1295,207,463,2026-07-26
INV2504,WH029,PROD0022,48,9,7,2026-06-27
INV2505,WH005,PROD0100,528,199,69,2026-07-06
INV2506,WH037,PROD0141,581,51,132,2026-06-27
INV2507,WH036,PROD0289,73,7,10,2026-04-12
INV2508,WH049,PROD0403,13,0,31,2026-05-22
INV2509,WH007,PROD0464,49,17,15,2026-06-13
INV2510,WH016,PROD0336,191,35,6,2026-05-17
INV2511,WH023,PROD0128,787,141,30,2026-07-06
INV2512,WH022,PROD0298,95,36,8,2026-06-16
INV2513,WH001,PROD0256,610,159,92,2026-06-18
INV2514,WH014,PROD0119,860,301,349,2026-07-25
INV2515,WH047,PROD0308,25,8,21,2026-04-07
INV2516,WH034,PROD0092,350,105,81,2026-06-28
INV2517,WH010,PROD0486,2037,232,388,2026-07-31
INV2518,WH010,PROD0032,677,258,86,2026-06-29
INV2519,WH026,PROD0054,127,34,7,2026-05-08
INV2520,WH002,PROD0470,194,55,9,2026-05-20
INV2521,WH004,PROD0107,698,96,138,2026-07-09
INV2522,WH030,PROD0224,163,60,35,2026-06-12
INV2523,WH047,PROD0038,1093,343,451,2026-07-28
INV2524,WH038,PROD0377,750,231,139,2026-07-18
INV2525,WH025,PROD0401,900,312,157,2026-07-31
INV2526,WH031,PROD0044,263,17,52,2026-06-26
INV2527,WH036,PROD0065,895,249,361,2026-07-28
INV2528,WH018,PROD0094,564,90,129,2026-07-19
INV2529,WH021,PROD0252,198,71,39,2026-04-25
INV2530,WH026,PROD0100,254,86,50,2026-06-19
INV2531,WH002,PROD0492,30,11,15,2026-05-10
INV2532,WH019,PROD0133,2003,356,460,2026-07-25
INV2533,WH027,PROD0007,155,52,31,2026-04-05
INV2534,WH017,PROD0226,49,5,21,2026-05-20
INV2535,WH030,PROD0356,74,17,35,2026-04-30
INV2536,WH045,PROD0358,165,26,22,2026-05-10
INV2537,WH050,PROD0445,23,2,32,2026-06-21
INV2538,WH033,PROD0311,126,19,14,2026-04-24
INV2539,WH004,PROD0408,713,234,47,2026-06-20
INV2540,WH026,PROD0352,194,53,9,2026-04-03
INV2541,WH008,PROD0225,127,15,30,2026-07-01
INV2542,WH042,PROD0265,2037,377,117,2026-07-26
INV2543,WH035,PROD0264,12,3,17,2026-06-23
INV2544,WH026,PROD0194,88,30,35,2026-04-20
INV2545,WH038,PROD0269,58,18,12,2026-06-10
INV2546,WH009,PROD0286,185,72,28,2026-06-02
INV2547,WH018,PROD0043,508,40,131,2026-07-21
INV2548,WH040,PROD0285,184,10,21,2026-04-22
INV2549,WH045,PROD0061,582,187,30,2026-06-20
INV2550,WH032,PROD0447,720,45,287,2026-07-29
INV2551,WH004,PROD0242,1468,189,129,2026-07-27
INV2552,WH036,PROD0297,105,19,33,2026-04-17
INV2553,WH042,PROD0467,400,113,82,2026-07-17
INV2554,WH005,PROD0047,135,9,148,2026-07-22
INV2555,WH007,PROD0255,152,46,28,2026-06-29
INV2556,WH004,PROD0077,456,113,115,2026-07-04
INV2557,WH049,PROD0477,170,49,19,2026-04-03
INV2558,WH006,PROD0007,182,66,16,2026-04-14
INV2559,WH040,PROD0405,717,198,90,2026-07-05
INV2560,WH022,PROD0328,68,17,32,2026-05-22
INV2561,WH020,PROD0131,52,9,27,2026-06-13
INV2562,WH040,PROD0391,364,25,115,2026-07-12
INV2563,WH019,PROD0058,457,93,129,2026-07-09
INV2564,WH044,PROD0436,1800,655,147,2026-07-17
INV2565,WH030,PROD0480,727,257,128,2026-07-08
INV2566,WH049,PROD0203,199,47,33,2026-05-15
INV2567,WH025,PROD0393,104,16,137,2026-06-19
INV2568,WH006,PROD0414,127,35,24,2026-04-17
INV2569,WH034,PROD0153,167,38,30,2026-04-27
INV2570,WH038,PROD0314,18,2,37,2026-06-25
INV2571,WH022,PROD0258,112,34,15,2026-05-27
INV2572,WH017,PROD0170,16,1,40,2026-05-08
INV2573,WH049,PROD0125,91,28,14,2026-05-07
INV2574,WH008,PROD0047,158,28,146,2026-06-19
INV2575,WH005,PROD0493,2488,714,228,2026-07-25
INV2576,WH040,PROD0284,181,23,25,2026-04-17
INV2577,WH016,PROD0183,690,155,82,2026-07-15
INV2578,WH043,PROD0233,303,88,113,2026-07-05
INV2579,WH001,PROD0450,20,5,14,2026-06-14
INV2580,WH010,PROD0178,2328,225,439,2026-07-17
INV2581,WH035,PROD0424,971,344,394,2026-07-23
INV2582,WH007,PROD0368,724,252,48,2026-07-18
INV2583,WH031,PROD0498,1346,321,411,2026-07-20
INV2584,WH025,PROD0003,1507,206,189,2026-07-22
INV2585,WH017,PROD0350,2243,318,192,2026-07-30
INV2586,WH012,PROD0256,444,147,98,2026-07-19
INV2587,WH010,PROD0319,1041,366,316,2026-07-24
INV2588,WH040,PROD0471,138,36,38,2026-04-10
INV2589,WH030,PROD0482,2227,328,269,2026-07-27
INV2590,WH029,PROD0389,85,12,9,2026-06-02
INV2591,WH040,PROD0475,44,17,18,2026-05-10
INV2592,WH045,PROD0169,164,48,32,2026-06-09
INV2593,WH005,PROD0358,158,28,18,2026-05-31
INV2594,WH008,PROD0079,385,57,137,2026-06-19
INV2595,WH039,PROD0125,118,10,27,2026-05-11
INV2596,WH024,PROD0210,667,65,132,2026-06-27
INV2597,WH016,PROD0445,25,7,34,2026-06-29
INV2598,WH017,PROD0266,17,1,25,2026-06-03
INV2599,WH046,PROD0067,125,17,24,2026-06-02
INV2600,WH044,PROD0091,2315,451,134,2026-07-23
INV2601,WH019,PROD0153,126,14,27,2026-05-10
INV2602,WH007,PROD0067,170,40,9,2026-06-06
INV2603,WH035,PROD0434,1061,234,385,2026-07-17
INV2604,WH004,PROD0464,111,17,31,2026-06-23
INV2605,WH023,PROD0319,2391,455,269,2026-07-23
INV2606,WH028,PROD0167,403,151,40,2026-06-19
INV2607,WH036,PROD0349,2439,241,190,2026-07-26
INV2608,WH043,PROD0268,190,38,39,2026-05-15
INV2609,WH021,PROD0428,728,186,64,2026-06-28
INV2610,WH034,PROD0390,89,20,16,2026-04-25
INV2611,WH045,PROD0431,146,52,23,2026-05-06
INV2612,WH003,PROD0125,30,3,19,2026-04-07
INV2613,WH036,PROD0444,571,70,41,2026-07-12
INV2614,WH002,PROD0107,542,126,150,2026-06-28
INV2615,WH009,PROD0404,123,22,35,2026-04-24
INV2616,WH035,PROD0360,179,38,26,2026-06-09
INV2617,WH048,PROD0194,17,0,20,2026-06-13
INV2618,WH031,PROD0230,153,31,19,2026-05-29
INV2619,WH048,PROD0004,516,66,53,2026-06-18
INV2620,WH041,PROD0325,98,13,28,2026-05-02
INV2621,WH012,PROD0099,176,39,13,2026-05-06
INV2622,WH003,PROD0029,360,60,72,2026-07-09
INV2623,WH038,PROD0241,65,20,8,2026-06-16
INV2624,WH041,PROD0343,818,139,187,2026-07-23
INV2625,WH002,PROD0160,968,307,230,2026-07-31
INV2626,WH022,PROD0176,1683,325,248,2026-07-17
INV2627,WH045,PROD0351,1213,251,396,2026-07-19
INV2628,WH030,PROD0333,19,1,23,2026-06-19
INV2629,WH005,PROD0185,159,51,31,2026-04-12
INV2630,WH042,PROD0236,69,23,38,2026-05-13
INV2631,WH022,PROD0195,723,280,31,2026-07-03
INV2632,WH017,PROD0383,787,244,85,2026-06-21
INV2633,WH046,PROD0092,738,286,138,2026-07-18
INV2634,WH035,PROD0309,1652,351,280,2026-07-23
INV2635,WH043,PROD0435,533,71,144,2026-07-12
INV2636,WH021,PROD0299,707,272,116,2026-07-05
INV2637,WH003,PROD0250,522,134,33,2026-06-17
INV2638,WH046,PROD0025,1223,280,225,2026-07-22
INV2639,WH016,PROD0370,616,217,93,2026-07-17
INV2640,WH035,PROD0115,73,17,27,2026-05-09
INV2641,WH036,PROD0397,29,8,7,2026-04-24
INV2642,WH024,PROD0420,65,9,18,2026-05-05
INV2643,WH021,PROD0207,569,155,32,2026-07-14
INV2644,WH050,PROD0236,28,4,25,2026-05-15
INV2645,WH040,PROD0189,2195,556,456,2026-07-17
INV2646,WH023,PROD0492,136,23,26,2026-04-21
INV2647,WH024,PROD0014,450,130,71,2026-07-07
INV2648,WH037,PROD0364,746,67,40,2026-06-24
INV2649,WH019,PROD0460,29,7,40,2026-06-04
INV2650,WH045,PROD0161,234,23,124,2026-06-29
INV2651,WH030,PROD0458,181,70,38,2026-04-11
INV2652,WH049,PROD0039,503,42,113,2026-07-02
INV2653,WH041,PROD0364,289,98,41,2026-07-03
INV2654,WH019,PROD0364,402,28,70,2026-07-13
INV2655,WH031,PROD0323,108,13,21,2026-05-04
INV2656,WH050,PROD0281,244,28,68,2026-07-19
INV2657,WH044,PROD0440,1291,488,188,2026-07-20
INV2658,WH048,PROD0146,392,99,31,2026-07-11
INV2659,WH028,PROD0120,396,99,112,2026-07-21
INV2660,WH046,PROD0046,664,117,145,2026-07-20
INV2661,WH011,PROD0182,589,149,103,2026-07-02
INV2662,WH002,PROD0145,589,47,107,2026-07-06
INV2663,WH042,PROD0122,49,9,25,2026-05-25
INV2664,WH039,PROD0045,39,12,18,2026-05-25
INV2665,WH015,PROD0135,138,10,28,2026-05-03
INV2666,WH050,PROD0352,169,18,32,2026-04-05
INV2667,WH035,PROD0213,32,4,16,2026-04-30
INV2668,WH008,PROD0394,39,12,14,2026-06-29
INV2669,WH045,PROD0363,62,24,37,2026-06-22
INV2670,WH019,PROD0304,88,9,40,2026-06-28
INV2671,WH036,PROD0280,175,44,38,2026-06-24
INV2672,WH020,PROD0415,102,9,15,2026-06-08
INV2673,WH044,PROD0295,704,73,34,2026-06-20
INV2674,WH013,PROD0165,110,13,40,2026-04-04
INV2675,WH010,PROD0120,541,119,142,2026-06-27
INV2676,WH046,PROD0451,170,13,146,2026-06-22
INV2677,WH014,PROD0354,677,244,416,2026-07-30
INV2678,WH031,PROD0149,19,1,25,2026-06-29
INV2679,WH011,PROD0012,73,18,22,2026-05-30
INV2680,WH032,PROD0040,362,78,144,2026-06-19
INV2681,WH004,PROD0424,2331,729,332,2026-07-26
INV2682,WH046,PROD0441,177,22,34,2026-06-13
INV2683,WH049,PROD0383,313,18,45,2026-06-27
INV2684,WH032,PROD0492,174,14,37,2026-06-23
INV2685,WH043,PROD0382,24,7,25,2026-04-05
INV2686,WH002,PROD0489,58,4,29,2026-06-06
INV2687,WH030,PROD0012,13,3,27,2026-04-17
INV2688,WH039,PROD0442,506,177,80,2026-07-07
INV2689,WH050,PROD0127,65,3,34,2026-06-25
INV2690,WH044,PROD0163,143,36,5,2026-06-29
INV2691,WH005,PROD0141,771,152,36,2026-06-17
INV2692,WH014,PROD0153,65,10,6,2026-05-12
INV2693,WH032,PROD0151,392,114,142,2026-06-18
INV2694,WH040,PROD0449,176,37,15,2026-06-01
INV2695,WH001,PROD0431,157,15,36,2026-06-09
INV2696,WH035,PROD0430,187,33,14,2026-04-06
INV2697,WH048,PROD0141,464,57,70,2026-07-15
INV2698,WH037,PROD0489,117,43,6,2026-06-05
INV2699,WH011,PROD0399,70,16,32,2026-04-30
INV2700,WH036,PROD0364,600,214,55,2026-06-27
INV2701,WH013,PROD0075,71,4,39,2026-06-30
INV2702,WH027,PROD0131,122,19,28,2026-04-27
INV2703,WH018,PROD0265,2064,784,477,2026-07-24
INV2704,WH026,PROD0119,2311,220,492,2026-07-30
INV2705,WH007,PROD0235,440,110,74,2026-07-12
INV2706,WH003,PROD0063,1365,212,283,2026-07-23
INV2707,WH050,PROD0138,74,15,10,2026-05-16
INV2708,WH046,PROD0160,1177,426,459,2026-07-25
INV2709,WH035,PROD0196,221,40,43,2026-07-03
INV2710,WH013,PROD0450,106,24,9,2026-06-21
INV2711,WH048,PROD0384,390,66,500,2026-07-26
INV2712,WH018,PROD0195,459,51,146,2026-07-06
INV2713,WH016,PROD0195,618,230,126,2026-07-06
INV2714,WH015,PROD0256,562,186,41,2026-07-05
INV2715,WH044,PROD0140,171,67,25,2026-05-28
INV2716,WH023,PROD0346,115,6,32,2026-06-29
INV2717,WH006,PROD0048,163,64,31,2026-04-11
INV2718,WH015,PROD0496,635,233,78,2026-06-22
INV2719,WH045,PROD0051,2122,702,480,2026-07-18
INV2720,WH034,PROD0119,2491,809,288,2026-07-21
INV2721,WH038,PROD0167,795,45,110,2026-06-24
INV2722,WH002,PROD0400,193,55,10,2026-05-11
INV2723,WH003,PROD0279,39,7,9,2026-06-08
INV2724,WH049,PROD0397,14,4,20,2026-05-28
INV2725,WH036,PROD0140,58,3,35,2026-05-04
INV2726,WH012,PROD0415,134,33,26,2026-04-09
INV2727,WH008,PROD0157,56,8,27,2026-05-31
INV2728,WH028,PROD0295,437,149,67,2026-07-14
INV2729,WH049,PROD0357,587,202,137,2026-06-30
INV2730,WH022,PROD0087,138,12,5,2026-07-01
INV2731,WH048,PROD0456,168,20,112,2026-06-24
INV2732,WH038,PROD0340,82,9,25,2026-04-19
INV2733,WH008,PROD0418,114,14,18,2026-04-23
INV2734,WH018,PROD0466,197,43,37,2026-04-16
INV2735,WH044,PROD0437,21,4,8,2026-06-21
INV2736,WH007,PROD0065,1462,245,425,2026-07-21
INV2737,WH005,PROD0378,1280,185,120,2026-07-18
INV2738,WH037,PROD0155,153,45,23,2026-06-21
INV2739,WH012,PROD0321,1304,225,260,2026-07-20
INV2740,WH035,PROD0104,173,18,18,2026-05-02
INV2741,WH031,PROD0366,101,22,30,2026-04-09
INV2742,WH008,PROD0338,63,12,8,2026-06-15
INV2743,WH018,PROD0327,567,47,121,2026-06-22
INV2744,WH034,PROD0287,43,15,9,2026-04-26
INV2745,WH003,PROD0346,143,53,22,2026-06-23
INV2746,WH032,PROD0373,157,62,12,2026-06-18
INV2747,WH020,PROD0478,112,20,21,2026-05-31
INV2748,WH033,PROD0124,161,28,127,2026-06-23
INV2749,WH047,PROD0393,409,50,141,2026-06-21
INV2750,WH050,PROD0344,142,45,39,2026-04-10
INV2751,WH012,PROD0124,608,236,122,2026-06-22
INV2752,WH047,PROD0254,127,27,5,2026-06-25
INV2753,WH008,PROD0324,902,99,274,2026-07-28
INV2754,WH011,PROD0045,176,42,40,2026-06-29
INV2755,WH011,PROD0208,2278,162,392,2026-07-22
INV2756,WH026,PROD0211,196,46,6,2026-06-14
INV2757,WH047,PROD0432,308,104,100,2026-07-09
INV2758,WH024,PROD0236,26,4,31,2026-05-24
INV2759,WH034,PROD0069,37,4,5,2026-07-01
INV2760,WH031,PROD0005,386,128,328,2026-07-31
INV2761,WH050,PROD0032,640,200,110,2026-06-20
INV2762,WH046,PROD0361,545,58,126,2026-07-08
INV2763,WH049,PROD0362,18,2,37,2026-06-02
INV2764,WH010,PROD0345,187,56,32,2026-05-01
INV2765,WH027,PROD0479,800,137,52,2026-06-26
INV2766,WH019,PROD0345,78,12,26,2026-05-13
INV2767,WH031,PROD0203,102,32,22,2026-06-21
INV2768,WH033,PROD0053,124,26,22,2026-04-30
INV2769,WH003,PROD0100,414,130,72,2026-07-14
INV2770,WH028,PROD0500,55,21,30,2026-04-15
INV2771,WH014,PROD0065,1893,264,439,2026-07-17
INV2772,WH024,PROD0488,123,6,19,2026-06-02
INV2773,WH049,PROD0017,128,39,21,2026-06-27
INV2774,WH006,PROD0222,141,38,26,2026-06-14
INV2775,WH026,PROD0382,132,12,28,2026-06-17
INV2776,WH013,PROD0247,401,132,131,2026-07-20
INV2777,WH014,PROD0205,517,60,106,2026-07-09
INV2778,WH015,PROD0112,76,17,13,2026-06-13
INV2779,WH026,PROD0082,2428,240,218,2026-07-24
INV2780,WH015,PROD0255,182,30,16,2026-06-09
INV2781,WH007,PROD0019,338,101,133,2026-07-08
INV2782,WH047,PROD0358,192,46,8,2026-07-02
INV2783,WH010,PROD0336,63,7,21,2026-06-28
INV2784,WH018,PROD0102,58,16,19,2026-06-07
INV2785,WH035,PROD0455,141,20,18,2026-04-25
INV2786,WH050,PROD0496,184,50,46,2026-06-29
INV2787,WH041,PROD0473,13,1,22,2026-05-04
INV2788,WH034,PROD0411,757,237,110,2026-06-29
INV2789,WH008,PROD0245,531,126,103,2026-06-28
INV2790,WH042,PROD0322,108,37,23,2026-05-16
INV2791,WH045,PROD0074,34,9,28,2026-05-01
INV2792,WH015,PROD0238,168,25,15,2026-05-08
INV2793,WH046,PROD0075,171,47,33,2026-06-07
INV2794,WH039,PROD0220,2439,648,371,2026-07-26
INV2795,WH009,PROD0270,1174,293,425,2026-07-19
INV2796,WH030,PROD0315,165,47,34,2026-04-07
INV2797,WH044,PROD0109,182,10,118,2026-06-29
INV2798,WH039,PROD0262,105,34,31,2026-05-19
INV2799,WH044,PROD0351,422,22,165,2026-07-26
INV2800,WH048,PROD0333,144,41,30,2026-04-12
INV2801,WH042,PROD0235,328,64,68,2026-06-21
INV2802,WH020,PROD0425,155,21,39,2026-05-09
INV2803,WH023,PROD0371,167,21,10,2026-07-02
INV2804,WH020,PROD0076,130,13,29,2026-06-11
INV2805,WH037,PROD0389,112,22,20,2026-04-07
INV2806,WH044,PROD0213,68,11,21,2026-04-15
INV2807,WH001,PROD0103,669,108,102,2026-06-30
INV2808,WH027,PROD0186,2083,580,498,2026-07-21
INV2809,WH031,PROD0030,625,38,92,2026-07-09
INV2810,WH006,PROD0009,899,342,476,2026-07-19
INV2811,WH025,PROD0344,106,32,19,2026-04-06
INV2812,WH048,PROD0200,178,53,34,2026-06-06
INV2813,WH011,PROD0485,196,72,18,2026-05-27
INV2814,WH037,PROD0110,163,46,9,2026-05-09
INV2815,WH007,PROD0298,41,2,7,2026-04-16
INV2816,WH028,PROD0203,194,23,6,2026-05-07
INV2817,WH010,PROD0212,89,28,24,2026-05-06
INV2818,WH037,PROD0322,186,39,17,2026-04-08
INV2819,WH024,PROD0323,81,32,10,2026-05-02
INV2820,WH040,PROD0344,15,1,17,2026-04-30
INV2821,WH050,PROD0363,178,68,28,2026-04-12
INV2822,WH019,PROD0180,135,26,20,2026-05-29
INV2823,WH032,PROD0406,64,13,19,2026-04-24
INV2824,WH004,PROD0382,192,43,25,2026-06-16
INV2825,WH043,PROD0170,109,40,32,2026-05-19
INV2826,WH035,PROD0410,1540,315,478,2026-07-24
INV2827,WH049,PROD0277,138,20,20,2026-05-07
INV2828,WH023,PROD0023,165,26,30,2026-04-28
INV2829,WH003,PROD0203,50,5,25,2026-06-25
INV2830,WH037,PROD0331,161,30,29,2026-05-28
INV2831,WH041,PROD0085,77,24,19,2026-05-25
INV2832,WH017,PROD0271,515,57,106,2026-07-01
INV2833,WH023,PROD0200,18,3,20,2026-04-29
INV2834,WH035,PROD0024,63,12,26,2026-05-24
INV2835,WH028,PROD0001,406,50,105,2026-07-19
INV2836,WH029,PROD0142,127,11,32,2026-04-19
INV2837,WH006,PROD0219,30,2,16,2026-06-10
INV2838,WH049,PROD0122,196,31,30,2026-04-04
INV2839,WH027,PROD0364,614,167,121,2026-07-18
INV2840,WH003,PROD0022,87,20,12,2026-05-23
INV2841,WH014,PROD0191,43,12,39,2026-05-10
INV2842,WH001,PROD0052,4860,194,363,2026-07-26
INV2843,WH011,PROD0301,446,52,130,2026-06-22
INV2844,WH007,PROD0449,17,5,9,2026-06-09
INV2845,WH030,PROD0049,654,160,41,2026-06-29
INV2846,WH042,PROD0414,33,8,23,2026-04-16
INV2847,WH013,PROD0468,510,31,110,2026-06-29
INV2848,WH008,PROD0295,197,67,115,2026-07-08
INV2849,WH035,PROD0225,183,60,94,2026-06-25
INV2850,WH031,PROD0004,649,171,31,2026-07-03
INV2851,WH011,PROD0385,671,37,146,2026-06-29
INV2852,WH045,PROD0052,2030,785,142,2026-07-29
INV2853,WH009,PROD0039,299,32,65,2026-06-30
INV2854,WH037,PROD0447,1386,94,121,2026-07-21
INV2855,WH014,PROD0245,792,177,39,2026-06-22
INV2856,WH023,PROD0198,932,129,466,2026-07-24
INV2857,WH026,PROD0055,579,210,453,2026-07-17
INV2858,WH027,PROD0404,199,55,13,2026-06-28
INV2859,WH025,PROD0304,104,16,9,2026-05-09
INV2860,WH011,PROD0057,40,2,40,2026-05-08
INV2861,WH035,PROD0042,224,78,115,2026-07-14
INV2862,WH044,PROD0315,165,11,19,2026-06-07
INV2863,WH038,PROD0448,620,157,128,2026-06-21
INV2864,WH004,PROD0220,917,299,213,2026-07-30
INV2865,WH022,PROD0308,120,34,40,2026-04-09
INV2866,WH007,PROD0434,382,70,398,2026-07-20
INV2867,WH049,PROD0208,498,30,247,2026-07-26
INV2868,WH005,PROD0073,22,1,18,2026-05-09
INV2869,WH018,PROD0398,722,176,452,2026-07-17
INV2870,WH027,PROD0430,20,1,39,2026-04-04
INV2871,WH007,PROD0132,456,156,496,2026-07-23
INV2872,WH037,PROD0167,369,22,65,2026-06-30
INV2873,WH038,PROD0349,1661,323,356,2026-07-31
INV2874,WH030,PROD0135,97,25,30,2026-05-08
INV2875,WH040,PROD0327,659,164,147,2026-06-30
INV2876,WH017,PROD0073,165,25,22,2026-06-22
INV2877,WH043,PROD0009,1489,311,417,2026-07-26
INV2878,WH028,PROD0092,423,121,138,2026-07-10
INV2879,WH019,PROD0233,515,134,126,2026-06-28
INV2880,WH023,PROD0100,145,54,42,2026-06-27
INV2881,WH032,PROD0072,144,30,30,2026-06-17
INV2882,WH034,PROD0164,159,61,5,2026-06-15
INV2883,WH025,PROD0067,165,13,33,2026-05-14
INV2884,WH025,PROD0071,1934,616,322,2026-07-31
INV2885,WH034,PROD0066,1406,340,304,2026-07-17
INV2886,WH044,PROD0212,133,25,7,2026-06-17
INV2887,WH032,PROD0382,135,14,23,2026-06-27
INV2888,WH032,PROD0488,43,12,18,2026-06-21
INV2889,WH010,PROD0141,283,29,55,2026-07-01
INV2890,WH025,PROD0426,438,71,100,2026-07-23
INV2891,WH040,PROD0159,163,33,29,2026-06-24
INV2892,WH004,PROD0174,915,161,104,2026-07-21
INV2893,WH015,PROD0170,60,18,10,2026-06-08
INV2894,WH024,PROD0471,115,30,6,2026-05-21
INV2895,WH015,PROD0148,179,18,14,2026-06-01
INV2896,WH046,PROD0064,106,38,107,2026-07-17
INV2897,WH038,PROD0139,76,24,19,2026-06-19
INV2898,WH045,PROD0329,29,9,22,2026-06-29
INV2899,WH032,PROD0263,1211,444,235,2026-07-20
INV2900,WH044,PROD0432,750,192,89,2026-06-22
INV2901,WH045,PROD0448,411,34,35,2026-07-13
INV2902,WH034,PROD0076,68,15,10,2026-06-05
INV2903,WH048,PROD0265,630,175,357,2026-07-30
INV2904,WH044,PROD0291,1868,296,177,2026-07-18
INV2905,WH023,PROD0238,142,40,32,2026-06-05
INV2906,WH031,PROD0232,82,16,27,2026-06-16
INV2907,WH020,PROD0258,143,16,39,2026-06-14
INV2908,WH032,PROD0422,170,26,14,2026-05-23
INV2909,WH009,PROD0328,92,8,17,2026-05-22
INV2910,WH034,PROD0348,1064,176,383,2026-07-31
INV2911,WH017,PROD0173,103,31,19,2026-04-23
INV2912,WH001,PROD0135,122,24,30,2026-05-03
INV2913,WH046,PROD0023,146,35,13,2026-04-24
INV2914,WH045,PROD0424,2350,712,328,2026-07-30
INV2915,WH041,PROD0242,1583,458,206,2026-07-30
INV2916,WH046,PROD0467,499,130,101,2026-06-29
INV2917,WH050,PROD0385,239,19,80,2026-07-14
INV2918,WH031,PROD0431,85,27,10,2026-05-31
INV2919,WH001,PROD0326,798,148,107,2026-07-19
INV2920,WH019,PROD0183,245,92,105,2026-06-28
INV2921,WH030,PROD0160,1410,104,204,2026-07-28
INV2922,WH031,PROD0050,225,29,117,2026-06-29
INV2923,WH018,PROD0403,158,42,33,2026-06-11
INV2924,WH006,PROD0013,487,159,482,2026-07-28
INV2925,WH019,PROD0155,163,50,36,2026-05-17
INV2926,WH023,PROD0417,151,11,31,2026-04-13
INV2927,WH033,PROD0048,131,9,37,2026-05-12
INV2928,WH009,PROD0060,103,27,14,2026-04-30
INV2929,WH028,PROD0471,66,14,37,2026-06-16
INV2930,WH003,PROD0488,63,6,18,2026-06-17
INV2931,WH039,PROD0165,77,28,40,2026-06-27
INV2932,WH019,PROD0231,62,18,12,2026-05-24
INV2933,WH034,PROD0112,111,17,40,2026-05-04
INV2934,WH032,PROD0131,11,1,34,2026-06-30
INV2935,WH049,PROD0181,112,31,5,2026-07-02
INV2936,WH046,PROD0072,51,4,40,2026-06-13
INV2937,WH044,PROD0331,147,37,13,2026-06-17
INV2938,WH035,PROD0085,133,42,40,2026-05-30
INV2939,WH014,PROD0307,310,113,55,2026-07-22
INV2940,WH024,PROD0330,160,17,32,2026-04-21
INV2941,WH026,PROD0206,178,64,30,2026-06-28
INV2942,WH015,PROD0049,286,79,55,2026-07-06
INV2943,WH022,PROD0267,196,70,22,2026-04-19
INV2944,WH008,PROD0495,633,249,114,2026-07-03
INV2945,WH023,PROD0051,930,85,233,2026-07-29
INV2946,WH048,PROD0121,2215,179,385,2026-07-21
INV2947,WH002,PROD0158,1223,329,292,2026-07-27
INV2948,WH006,PROD0353,115,19,26,2026-04-19
INV2949,WH036,PROD0413,740,185,120,2026-06-29
INV2950,WH005,PROD0319,1310,411,355,2026-07-22
INV2951,WH014,PROD0391,519,87,54,2026-06-27
INV2952,WH032,PROD0205,572,127,84,2026-06-19
INV2953,WH024,PROD0404,153,18,32,2026-06-23
INV2954,WH006,PROD0249,363,92,106,2026-07-18
INV2955,WH036,PROD0013,1519,494,191,2026-07-25
INV2956,WH013,PROD0103,722,207,107,2026-07-22
INV2957,WH026,PROD0059,472,29,140,2026-07-21
INV2958,WH015,PROD0313,1248,48,72,2026-07-03
INV2959,WH012,PROD0384,1114,250,311,2026-07-27
INV2960,WH038,PROD0310,13,4,10,2026-07-02
INV2961,WH025,PROD0398,1324,346,335,2026-07-20
INV2962,WH041,PROD0410,666,145,275,2026-07-17
INV2963,WH002,PROD0196,565,119,108,2026-06-28
INV2964,WH029,PROD0093,19,1,30,2026-06-17
INV2965,WH013,PROD0235,285,36,85,2026-07-03
INV2966,WH024,PROD0261,496,195,102,2026-06-24
INV2967,WH024,PROD0318,580,102,43,2026-06-29
INV2968,WH040,PROD0101,260,55,128,2026-06-21
INV2969,WH044,PROD0172,415,141,116,2026-07-16
INV2970,WH032,PROD0106,170,8,16,2026-05-11
INV2971,WH028,PROD0261,448,108,82,2026-06-20
INV2972,WH042,PROD0352,150,9,31,2026-06-24
INV2973,WH022,PROD0345,164,62,35,2026-06-07
INV2974,WH031,PROD0442,705,269,67,2026-07-09
INV2975,WH027,PROD0141,378,25,143,2026-06-21
INV2976,WH010,PROD0251,505,141,137,2026-06-21
INV2977,WH049,PROD0448,459,152,106,2026-06-27
INV2978,WH048,PROD0172,630,116,86,2026-06-28
INV2979,WH038,PROD0325,77,13,33,2026-06-22
INV2980,WH048,PROD0123,80,28,33,2026-05-31
INV2981,WH009,PROD0130,16,3,28,2026-06-02
INV2982,WH042,PROD0003,1417,441,447,2026-07-18
INV2983,WH021,PROD0450,68,24,21,2026-05-21
INV2984,WH023,PROD0144,667,213,140,2026-07-20
