Purchase_Order_ID,Order_Date,Supplier_ID,Product_ID,Warehouse_ID,Order_Quantity,Unit_Cost,Expected_Delivery_Date,Actual_Delivery_Date,Defective_Quantity,Transportation_Mode,Freight_Cost,Payment_Terms,Payment_Method
PO020842,2024-02-06,SUP0033,PROD0442,WH035,122,641.33,2024-02-20,2024-02-17,0,Sea,543.46,Net 45,NEFT
PO020843,2025-08-09,SUP0031,PROD0141,WH026,136,4303.86,2025-08-11,2025-08-11,0,Air,3619.97,Net 30,NEFT
PO020844,2024-09-18,SUP0034,PROD0499,WH029,975,2346.52,2024-09-25,2024-09-25,3,Rail,,Net 45,Bank Transfer
PO020845,2024-02-02,SUP0022,PROD0482,WH041,308,398.22,2024-02-07,2024-02-11,12,Road,969.26,Net 45,Cheque
PO020846,2025-07-01,SUP0106,PROD0476,WH028,213,12342.07,2025-07-03,2025-07-03,2,Air,46919.97,Advance Payment,Cheque
PO020847,2026-07-05,SUP0030,PROD0410,WH006,843,1805.31,2026-07-12,2026-07-17,8,Rail,895.64,Advance Payment,Bank Transfer
PO020848,2024-08-26,SUP0005,PROD0102,WH026,64,138.78,2024-08-31,2024-09-03,2,Road,992.95,Net 30,Cheque
PO020849,2025-08-29,SUP0041,PROD0265,WH018,553,2020.51,2025-09-03,2025-09-03,6,Road,2738.2,Net 30,RTGS
PO020850,2025-11-22,SUP0045,PROD0105,WH030,1373,453.01,2025-12-06,2025-12-06,14,Sea,3759.96,Advance Payment,RTGS
PO020851,2025-02-05,SUP0087,PROD0121,WH033,521,1552.7,2025-02-10,2025-02-10,9,Road,3658.9,Net 45,RTGS
PO020852,2025-02-04,SUP0061,PROD0305,WH032,1885,2990.54,2025-02-11,2025-02-11,32,Rail,7577.49,Net 45,Bank Transfer
PO020853,2025-10-10,SUP0117,PROD0016,WH050,1685,748.26,2025-10-17,2025-10-17,61,Rail,927.07,Net 90,RTGS
PO020854,2025-08-13,SUP0013,PROD0487,WH026,119,27669.82,2025-08-18,2025-08-18,1,Road,581.96,Net 60,Cheque
PO020855,2026-03-07,SUP0009,PROD0462,WH022,1620,297.65,2026-03-21,,59,Sea,1618.58,Net 90,Cheque
PO020856,2024-05-11,SUP0078,PROD0186,WH034,1730,714.79,2024-05-16,2024-05-16,44,Road,3174.07,Net 60,RTGS
PO020857,2024-08-03,SUP0081,PROD0257,WH049,113,347.17,2024-08-10,2024-08-08,1,Rail,892.39,Net 30,Cheque
PO020858,2025-04-03,SUP0035,PROD0229,WH012,363,2263.68,2025-04-08,2025-04-08,8,Road,,Net 45,Cheque
PO020859,2024-08-03,SUP0018,PROD0445,WH022,38,1702.67,2024-08-08,2024-08-08,0,Road,839.73,Net 45,Cheque
PO020860,2025-09-11,SUP0012,PROD0343,WH021,1058,41759.21,2025-09-16,2025-09-26,27,Road,5029.18,Net 45,NEFT
PO020861,2025-01-30,SUP0119,PROD0132,WH024,1149,593.41,2025-02-01,2025-02-01,16,Air,11309.71,Advance Payment,NEFT
PO020862,2025-12-02,SUP0041,PROD0220,WH025,1301,626.53,2025-12-09,2025-12-12,30,Rail,1244.43,Net 30,NEFT
PO020863,2025-11-01,SUP0016,PROD0208,WH002,499,372.51,2025-11-08,2025-11-08,6,Rail,1358.86,Net 90,NEFT
PO020864,2024-07-14,SUP0094,PROD0483,WH001,1162,2757.89,2024-07-19,2024-07-19,26,Road,8416.28,Advance Payment,Bank Transfer
PO020865,2024-12-25,SUP0013,PROD0082,WH010,1300,837.35,2024-12-30,2024-12-30,41,Road,1464.54,Net 60,Bank Transfer
PO020866,2026-03-22,SUP0018,PROD0040,WH034,189,694.33,2026-03-29,2026-04-08,1,Rail,213.69,Net 45,Cheque
PO020867,2024-10-02,SUP0076,PROD0444,WH005,103,1589.29,2024-10-07,2024-10-17,1,Road,550.67,Net 30,RTGS
PO020868,2025-06-01,SUP0118,PROD0453,WH017,237,224.48,2025-06-06,2025-06-06,3,Road,1834.3,Net 60,RTGS
PO020869,2024-10-27,SUP0098,PROD0440,WH001,615,8656.81,2024-11-01,2024-11-01,12,Road,25053.16,Net 30,Bank Transfer
PO020870,2025-12-09,SUP0051,PROD0253,WH014,117,3894.64,2025-12-16,2025-12-15,0,Rail,1188.86,Advance Payment,RTGS
PO020871,2025-07-24,SUP0033,PROD0327,WH021,437,64.77,2025-07-29,,6,Road,973.62,Net 90,NEFT
PO020872,2026-06-28,SUP0070,PROD0283,WH006,108,1837.59,2026-07-03,2026-07-03,0,Road,,Net 90,RTGS
PO020873,2025-12-19,SUP0082,PROD0033,WH011,411,3685.72,2025-12-24,2025-12-24,21,Road,6753.81,Net 45,NEFT
PO020874,2024-03-21,SUP0067,PROD0299,WH039,301,4763.96,2024-03-28,2024-03-28,5,Rail,2202.73,Net 45,Bank Transfer
PO020875,2024-11-30,SUP0054,PROD0005,WH020,252,658.67,2024-12-05,2024-12-05,5,Road,909.04,Net 90,Bank Transfer
PO020876,2024-10-07,SUP0006,PROD0158,WH020,986,486.2,2024-10-12,2024-10-12,39,Road,1212.95,Net 90,RTGS
PO020877,2024-04-16,SUP0036,PROD0472,WH021,43,445.3,2024-04-18,,0,Air,718.41,Advance Payment,RTGS
PO020878,2025-09-21,SUP0113,PROD0144,WH024,452,1379.05,2025-09-26,2025-09-26,16,Road,,Net 30,NEFT
PO020879,2024-05-21,SUP0055,PROD0476,WH041,664,11447.25,2024-06-04,2024-06-04,4,Sea,7178.96,Net 90,NEFT
PO020880,2024-12-13,SUP0050,PROD0117,WH026,17,2956.24,2024-12-18,2024-12-18,0,Road,615.17,Net 30,RTGS
PO020881,2025-03-17,SUP0086,PROD0151,WH003,462,2205.36,2025-03-22,2025-03-22,31,Road,1658.57,Net 30,NEFT
PO020882,2026-07-15,SUP0071,PROD0313,WH038,438,582.15,2026-07-20,2026-07-20,6,Road,1180.52,Net 45,NEFT
PO020883,2024-12-30,SUP0094,PROD0381,WH041,78,235.88,2025-01-13,2025-01-13,0,Sea,1014.38,Net 45,NEFT
PO020884,2025-02-14,SUP0066,PROD0247,WH038,876,1701.08,2025-02-16,2025-02-24,22,Air,10788.76,Net 90,Cheque
PO020885,2024-02-10,SUP0096,PROD0445,WH028,139,1717.33,2024-02-17,2024-02-14,3,Rail,454.51,Net 60,Bank Transfer
PO020886,2025-03-11,SUP0015,PROD0016,WH010,1216,629.32,2025-03-18,2025-03-18,47,Rail,853.23,Advance Payment,RTGS
PO020887,2024-06-28,SUP0022,PROD0465,WH024,344,2670.88,2024-07-03,2024-07-06,14,Road,,Net 60,Cheque
PO020888,2025-05-24,SUP0049,PROD0091,WH040,1914,49006.04,2025-06-07,2025-06-07,0,Sea,2508.55,Net 90,RTGS
PO020889,2026-03-14,SUP0038,PROD0446,WH048,240,977.86,2026-03-19,,6,Road,421.46,Advance Payment,Cheque
PO020890,2025-12-20,SUP0008,PROD0195,WH007,80,4119.93,2025-12-25,2025-12-25,2,Road,1473.53,Net 45,Bank Transfer
PO020891,2026-05-16,SUP0008,PROD0423,WH023,688,1915.88,2026-05-18,2026-05-18,10,Air,,Net 45,Bank Transfer
PO020892,2026-07-05,SUP0103,PROD0335,WH023,436,1320.24,2026-07-10,2026-07-10,2,Road,6493.33,Net 60,Bank Transfer
PO020893,2025-05-23,SUP0100,PROD0082,WH024,910,703.26,2025-05-25,2025-05-25,17,Air,4302.12,Net 90,Bank Transfer
PO020894,2024-06-23,SUP0084,PROD0462,WH031,1818,210.03,2024-06-28,2024-06-28,40,Road,3887.64,Net 60,NEFT
PO020895,2026-02-26,SUP0037,PROD0113,WH050,1563,307.78,2026-03-03,2026-03-03,21,Road,5465.19,Net 90,RTGS
PO020896,2026-01-22,SUP0072,PROD0113,WH050,1750,380.37,2026-01-27,2026-01-27,40,Road,6793.15,Net 60,RTGS
PO020897,2025-08-06,SUP0078,PROD0411,WH047,197,428.49,2025-08-13,2025-08-13,1,Rail,2109.73,Net 45,RTGS
PO020898,2024-04-25,SUP0084,PROD0050,WH022,435,267.99,2024-04-30,2024-04-30,16,Road,1572.63,Net 60,RTGS
PO020899,2025-04-12,SUP0099,PROD0103,WH027,101,713.09,2025-04-17,2025-04-17,0,Road,943.23,Net 90,Cheque
PO020900,2025-11-02,SUP0025,PROD0248,WH038,137,463.97,2025-11-09,2025-11-09,0,Rail,658.58,Advance Payment,RTGS
PO020901,2024-04-28,SUP0082,PROD0421,WH005,271,2337.96,2024-05-12,2024-05-12,13,Sea,401.43,Net 90,NEFT
PO020902,2025-10-07,SUP0054,PROD0066,WH018,1581,278.57,2025-10-12,2025-10-12,47,Road,2234.61,Net 60,Cheque
PO020903,2025-08-12,SUP0111,PROD0275,WH008,1182,92.42,2025-08-17,2025-08-22,16,Road,7116.15,Advance Payment,RTGS
PO020904,2024-06-10,SUP0021,PROD0351,WH035,1837,2216.05,2024-06-15,2024-06-20,6,Road,17143.83,Advance Payment,Cheque
PO020905,2026-07-20,SUP0101,PROD0434,WH048,1327,10651.94,2026-07-27,2026-07-27,55,Rail,61244.87,Net 90,RTGS
PO020906,2025-12-16,SUP0111,PROD0475,WH049,53,2713.3,2025-12-21,2025-12-20,0,Road,954.09,Advance Payment,Bank Transfer
PO020907,2024-02-03,SUP0059,PROD0396,WH017,87,2541.4,2024-02-08,2024-02-08,0,Road,450.15,Net 90,NEFT
PO020908,2024-01-16,SUP0031,PROD0325,WH012,11,9794.47,2024-01-23,2024-01-23,0,Rail,981.17,Advance Payment,Cheque
PO020909,2025-03-03,SUP0006,PROD0211,WH039,13,3503.16,2025-03-08,2025-03-08,0,Road,406.51,Net 60,Bank Transfer
PO020910,2024-10-17,SUP0042,PROD0052,WH022,1350,1296.13,2024-10-22,2024-10-20,50,Road,6497.22,Net 60,Cheque
PO020911,2026-01-16,SUP0119,PROD0351,WH006,1106,2423.5,2026-01-23,2026-01-23,19,Rail,4691.88,Advance Payment,Cheque
PO020912,2024-11-09,SUP0052,PROD0498,WH030,1655,1431.96,2024-11-14,2024-11-12,68,Road,2740.93,Net 90,Cheque
PO020913,2026-03-05,SUP0047,PROD0367,WH002,1805,1655.74,2026-03-10,2026-03-10,117,Road,3470.76,Net 90,NEFT
PO020914,2026-07-25,SUP0084,PROD0006,WH005,955,206.39,2026-08-01,2026-08-01,18,Rail,,Net 60,NEFT
PO020915,2024-01-30,SUP0028,PROD0246,WH002,344,504.71,2024-02-04,2024-02-02,1,Road,417.9,Net 30,Bank Transfer
PO020916,2025-02-20,SUP0105,PROD0307,WH035,53,47570.38,2025-02-25,2025-02-25,1,Road,892.99,Net 45,NEFT
PO020917,2026-01-09,SUP0036,PROD0343,WH005,1303,45320.31,2026-01-16,2026-01-16,0,Rail,3693.21,Net 90,RTGS
PO020918,2024-12-17,SUP0040,PROD0354,WH031,666,969.57,2024-12-31,2024-12-31,13,Sea,657.62,Net 30,RTGS
PO020919,2025-04-06,SUP0090,PROD0280,WH017,61,429.06,2025-04-11,2025-04-11,1,Road,593.22,Net 90,NEFT
PO020920,2024-02-17,SUP0013,PROD0104,WH027,47,2442.75,2024-02-22,2024-02-22,1,Road,828.34,Net 90,NEFT
PO020921,2026-05-21,SUP0049,PROD0478,WH031,64,966.04,2026-05-26,2026-05-26,0,Road,611.9,Net 30,Cheque
PO020922,2026-03-23,SUP0004,PROD0348,WH010,341,1345.99,2026-03-30,2026-03-27,4,Rail,1135.61,Net 30,Cheque
PO020923,2024-12-05,SUP0098,PROD0111,WH012,1507,416.72,2024-12-19,2024-12-22,25,Sea,3391.86,Advance Payment,NEFT
PO020924,2025-05-25,SUP0101,PROD0158,WH018,1630,436.22,2025-06-08,2025-06-18,3,Sea,680.62,Net 30,NEFT
PO020925,2026-04-01,SUP0064,PROD0465,WH013,173,2549.55,2026-04-06,2026-04-05,3,Road,1030.97,Net 30,Cheque
PO020926,2026-02-05,SUP0098,PROD0447,WH008,735,2229.69,2026-02-12,2026-02-12,10,Rail,6745.02,Net 30,Cheque
PO020927,2026-05-14,SUP0080,PROD0197,WH035,340,3829.66,2026-05-16,2026-05-15,0,Air,2876.7,Net 90,NEFT
PO020928,2026-07-16,SUP0023,PROD0016,WH044,765,606.45,2026-07-23,2026-07-29,10,Rail,793.25,Net 30,NEFT
PO020929,2025-05-04,SUP0058,PROD0021,WH004,12,201.75,2025-05-06,2025-05-03,0,Air,723.5,Net 60,Cheque
PO020930,2025-04-21,SUP0087,PROD0133,WH046,1616,2034.25,2025-04-26,2025-04-26,25,Road,2769.97,Advance Payment,NEFT
PO020931,2025-07-01,SUP0015,PROD0313,WH007,272,557.74,2025-07-06,2025-07-06,11,Road,1200.0,Advance Payment,Bank Transfer
PO020932,2026-06-21,SUP0089,PROD0292,WH021,1820,88.14,2026-06-26,2026-06-26,43,Road,2747.8,Net 90,NEFT
PO020933,2026-03-03,SUP0093,PROD0318,WH045,204,1404.15,2026-03-08,2026-03-08,1,Road,685.86,Net 90,NEFT
PO020934,2025-10-12,SUP0100,PROD0354,WH044,1220,973.56,2025-10-17,2025-10-17,10,Road,3167.6,Net 60,Cheque
PO020935,2026-02-09,SUP0079,PROD0006,WH015,890,161.72,2026-02-16,2026-02-16,9,Rail,1707.81,Net 30,Cheque
PO020936,2025-12-09,SUP0101,PROD0050,WH034,183,284.87,2025-12-14,2025-12-20,0,Road,1027.67,Net 90,Cheque
PO020937,2025-03-03,SUP0099,PROD0175,WH022,1122,1631.14,2025-03-05,2025-03-05,0,Air,22494.98,Net 30,RTGS
PO020938,2026-01-16,SUP0046,PROD0071,WH001,1685,1870.36,2026-01-21,2026-01-30,30,Road,8689.28,Net 90,Bank Transfer
PO020939,2024-10-26,SUP0039,PROD0035,WH006,79,1343.02,2024-10-31,2024-11-06,4,Road,728.51,Advance Payment,Cheque
PO020940,2026-04-20,SUP0047,PROD0321,WH001,971,6840.64,2026-04-25,2026-04-25,20,Road,8246.91,Net 60,Cheque
PO020941,2024-06-24,SUP0037,PROD0412,WH019,114,880.84,2024-07-08,2024-07-07,0,Sea,828.22,Net 30,NEFT
PO020942,2025-08-09,SUP0041,PROD0378,WH027,1582,2357.24,2025-08-23,2025-08-23,15,Sea,4933.02,Net 30,Cheque
PO020943,2026-06-07,SUP0092,PROD0413,WH010,368,3080.18,2026-06-14,2026-06-14,5,Rail,1070.8,Net 60,Bank Transfer
PO020944,2026-02-09,SUP0045,PROD0334,WH014,642,704.8,2026-02-14,2026-02-12,12,Road,1237.69,Advance Payment,Bank Transfer
PO020945,2025-08-06,SUP0030,PROD0367,WH034,682,1189.99,2025-08-11,2025-08-11,26,Road,1177.33,Net 45,RTGS
PO020946,2024-12-21,SUP0071,PROD0128,WH041,398,33117.15,2025-01-04,2025-01-04,7,Sea,,Net 60,Bank Transfer
PO020947,2024-11-06,SUP0068,PROD0498,WH032,1029,2111.27,2024-11-13,2024-11-13,20,Rail,1458.52,Net 45,Cheque
PO020948,2025-08-07,SUP0007,PROD0085,WH003,80,2714.55,2025-08-14,2025-08-14,1,Rail,617.6,Net 60,NEFT
PO020949,2025-09-03,SUP0097,PROD0098,WH046,18,14353.75,2025-09-17,2025-09-19,0,Sea,1264.33,Net 45,Bank Transfer
PO020950,2025-04-25,SUP0047,PROD0136,WH016,1376,191.13,2025-05-02,2025-05-02,68,Rail,,Net 90,Bank Transfer
PO020951,2024-08-02,SUP0047,PROD0491,WH039,1748,367.07,2024-08-07,2024-08-07,70,Road,7548.11,Advance Payment,Cheque
PO020952,2024-07-13,SUP0082,PROD0496,WH033,415,298.71,2024-07-18,2024-07-28,22,Road,867.86,Net 45,Bank Transfer
PO020953,2024-02-12,SUP0079,PROD0401,WH005,1570,433.72,2024-02-17,2024-02-25,24,Road,3741.67,Advance Payment,Cheque
PO020954,2025-10-01,SUP0099,PROD0313,WH035,401,574.82,2025-10-06,2025-10-11,7,Road,,Net 45,NEFT
PO020955,2024-07-04,SUP0101,PROD0261,WH017,52,4881.08,2024-07-18,2024-07-18,1,Sea,,Net 60,Bank Transfer
PO020956,2025-03-16,SUP0060,PROD0489,WH023,33,364.98,2025-03-21,2025-03-21,0,Road,717.13,Advance Payment,Bank Transfer
PO020957,2026-05-23,SUP0005,PROD0348,WH026,566,1033.66,2026-05-28,2026-05-27,23,Road,1159.27,Net 30,Bank Transfer
PO020958,2026-01-30,SUP0048,PROD0479,WH046,220,934.36,2026-02-04,2026-02-10,2,Road,1705.44,Net 60,RTGS
PO020959,2025-05-12,SUP0087,PROD0152,WH048,50,19393.81,2025-05-17,2025-05-17,0,Road,,Net 45,NEFT
PO020960,2024-01-16,SUP0074,PROD0161,WH007,359,399.14,2024-01-21,2024-01-21,7,Road,1168.7,Advance Payment,NEFT
PO020961,2024-11-11,SUP0089,PROD0432,WH041,480,1366.83,2024-11-18,2024-11-18,20,Rail,4160.3,Net 45,NEFT
PO020962,2024-02-24,SUP0022,PROD0067,WH007,90,1396.13,2024-02-29,2024-03-06,2,Road,979.51,Net 30,RTGS
PO020963,2025-11-16,SUP0095,PROD0480,WH015,413,1108.13,2025-11-21,2025-11-21,2,Road,1498.72,Advance Payment,Bank Transfer
PO020964,2024-03-12,SUP0023,PROD0250,WH030,183,618.07,2024-03-26,2024-03-23,6,Sea,751.36,Advance Payment,NEFT
PO020965,2024-10-25,SUP0092,PROD0468,WH020,452,2158.95,2024-11-01,2024-11-01,1,Rail,3919.21,Net 60,Cheque
PO020966,2024-09-13,SUP0045,PROD0163,WH003,33,45221.9,2024-09-18,2024-09-18,0,Road,577.06,Advance Payment,RTGS
PO020967,2026-04-10,SUP0079,PROD0354,WH022,1763,1178.07,2026-04-15,2026-04-20,26,Road,3688.23,Net 60,RTGS
PO020968,2025-05-15,SUP0104,PROD0240,WH048,227,303.61,2025-05-20,2025-05-20,3,Road,780.66,Advance Payment,Cheque
PO020969,2025-01-15,SUP0052,PROD0312,WH050,1306,2318.78,2025-01-20,2025-01-26,54,Road,2464.09,Net 90,Bank Transfer
PO020970,2024-02-12,SUP0071,PROD0249,WH007,442,6443.85,2024-02-17,2024-02-17,1,Road,4408.82,Advance Payment,RTGS
PO020971,2024-03-28,SUP0046,PROD0486,WH031,953,2111.97,2024-04-04,2024-04-04,24,Rail,4413.37,Net 45,RTGS
PO020972,2025-04-21,SUP0038,PROD0345,WH049,75,16.08,2025-04-26,2025-04-26,1,Road,788.9,Net 60,Bank Transfer
PO020973,2024-05-20,SUP0040,PROD0118,WH050,124,79.62,2024-05-25,,4,Road,669.18,Net 30,NEFT
PO020974,2024-07-04,SUP0015,PROD0459,WH003,1053,292.95,2024-07-09,2024-07-09,26,Road,5823.19,Net 30,NEFT
PO020975,2026-07-17,SUP0113,PROD0138,WH043,26,1420.68,2026-07-31,2026-08-04,0,Sea,959.33,Net 90,NEFT
PO020976,2024-03-18,SUP0069,PROD0180,WH046,110,205.25,2024-03-25,,1,Rail,405.2,Net 90,Cheque
PO020977,2024-07-20,SUP0012,PROD0048,WH017,68,1348.73,2024-07-25,2024-07-28,0,Road,761.71,Net 45,RTGS
PO020978,2025-05-30,SUP0077,PROD0454,WH022,1940,152.2,2025-06-04,2025-06-04,83,Road,1828.34,Advance Payment,NEFT
PO020979,2024-09-11,SUP0067,PROD0134,WH037,123,4454.21,2024-09-13,2024-09-13,2,Air,3848.41,Advance Payment,NEFT
PO020980,2025-05-09,SUP0057,PROD0120,WH003,145,836.99,2025-05-14,2025-05-14,3,Road,733.79,Net 45,Cheque
PO020981,2025-04-08,SUP0019,PROD0464,WH048,125,259.34,2025-04-13,2025-04-13,1,Road,1137.61,Net 90,RTGS
PO020982,2024-06-09,SUP0090,PROD0408,WH030,304,438.15,2024-06-14,2024-06-14,2,Road,1093.76,Advance Payment,Bank Transfer
PO020983,2025-09-14,SUP0030,PROD0065,WH024,748,3508.11,2025-09-21,2025-09-21,18,Rail,1284.72,Net 60,RTGS
PO020984,2024-05-20,SUP0092,PROD0384,WH033,571,1384.74,2024-05-25,2024-05-25,0,Road,1879.55,Net 60,NEFT
PO020985,2026-06-19,SUP0079,PROD0460,WH043,102,131.8,2026-06-21,2026-06-21,4,Air,2036.66,Net 45,RTGS
PO020986,2024-09-20,SUP0018,PROD0036,WH010,1499,1964.44,2024-09-25,2024-10-04,7,Road,24655.61,Net 30,Bank Transfer
PO020987,2026-07-27,SUP0117,PROD0417,WH007,110,120.2,2026-08-01,2026-08-01,2,Road,542.88,Net 90,NEFT
PO020988,2025-03-23,SUP0116,PROD0274,WH016,24,692.04,2025-03-28,2025-03-28,0,Road,375.28,Net 90,RTGS
PO020989,2026-05-28,SUP0063,PROD0334,WH032,919,593.27,2026-06-11,2026-06-11,24,Sea,783.67,Net 60,RTGS
PO020990,2024-11-23,SUP0007,PROD0244,WH002,170,686.95,2024-11-28,2024-11-28,4,Road,,Net 45,Cheque
PO020991,2024-12-16,SUP0060,PROD0348,WH008,1885,1473.94,2024-12-21,2024-12-21,20,Road,2858.25,Advance Payment,RTGS
PO020992,2026-01-30,SUP0078,PROD0013,WH015,1505,2393.08,2026-02-04,2026-02-04,26,Road,1615.09,Net 60,Cheque
PO020993,2026-05-02,SUP0088,PROD0381,WH048,435,317.67,2026-05-07,2026-05-07,1,Road,3175.2,Advance Payment,RTGS
PO020994,2025-05-18,SUP0116,PROD0013,WH003,924,3353.52,2025-05-25,2025-05-25,16,Rail,1123.54,Advance Payment,RTGS
PO020995,2024-11-25,SUP0115,PROD0224,WH020,76,17964.46,2024-11-30,,2,Road,5032.45,Net 45,Cheque
PO020996,2024-10-03,SUP0063,PROD0068,WH034,478,703.44,2024-10-08,2024-10-08,16,Road,2257.25,Advance Payment,Bank Transfer
PO020997,2024-11-06,SUP0057,PROD0416,WH047,803,6441.9,2024-11-13,2024-11-13,1,Rail,29112.99,Net 45,NEFT
PO020998,2025-05-07,SUP0088,PROD0151,WH046,172,2247.24,2025-05-12,2025-05-17,1,Road,684.21,Net 45,Cheque
PO020999,2024-03-03,SUP0075,PROD0223,WH041,1279,293.94,2024-03-17,2024-03-17,9,Sea,2123.19,Advance Payment,Cheque
PO021000,2026-05-05,SUP0039,PROD0208,WH004,765,393.46,2026-05-10,2026-05-10,18,Road,2994.22,Net 30,Cheque
PO021001,2026-04-08,SUP0043,PROD0386,WH023,128,6962.13,2026-04-13,2026-04-13,2,Road,4612.61,Net 30,NEFT
PO021002,2026-05-09,SUP0104,PROD0239,WH008,187,288.78,2026-05-14,2026-05-14,0,Road,1763.01,Net 90,Bank Transfer
PO021003,2024-01-31,SUP0056,PROD0398,WH010,1939,34320.12,2024-02-07,2024-02-05,19,Rail,85924.58,Net 60,RTGS
PO021004,2024-03-16,SUP0010,PROD0034,WH049,247,692.57,2024-03-21,2024-03-21,1,Road,1639.82,Net 60,RTGS
PO021005,2024-10-27,SUP0120,PROD0090,WH038,946,1950.1,2024-11-03,2024-11-03,7,Rail,5862.35,Net 30,RTGS
PO021006,2025-10-25,SUP0107,PROD0275,WH005,850,80.11,2025-11-01,2025-11-01,30,Rail,2973.64,Net 90,Bank Transfer
PO021007,2025-07-28,SUP0097,PROD0481,WH010,697,505.13,2025-08-11,2025-08-08,5,Sea,2328.2,Net 90,RTGS
PO021008,2026-07-29,SUP0020,PROD0034,WH026,1050,615.98,2026-08-03,2026-08-03,6,Road,4570.16,Net 45,Cheque
PO021009,2024-01-28,SUP0106,PROD0018,WH049,160,797.46,2024-02-02,,2,Road,1641.69,Net 60,RTGS
PO021010,2024-12-03,SUP0064,PROD0071,WH016,1101,1770.9,2024-12-10,2024-12-07,28,Rail,3790.66,Advance Payment,Bank Transfer
PO021011,2025-06-28,SUP0039,PROD0321,WH023,1691,8118.39,2025-07-03,2025-07-08,85,Road,11894.33,Net 30,RTGS
PO021012,2026-02-21,SUP0086,PROD0193,WH017,122,2332.72,2026-02-28,2026-02-28,1,Rail,480.29,Net 90,Bank Transfer
PO021013,2025-10-29,SUP0099,PROD0417,WH028,55,95.53,2025-11-03,2025-11-11,0,Road,1046.67,Net 45,Bank Transfer
PO021014,2024-10-10,SUP0115,PROD0034,WH018,967,528.86,2024-10-15,2024-10-15,6,Road,5536.4,Net 90,NEFT
PO021015,2024-02-09,SUP0028,PROD0091,WH041,1737,36085.97,2024-02-14,2024-02-13,8,Road,,Advance Payment,NEFT
PO021016,2024-11-27,SUP0100,PROD0143,WH011,1371,1264.35,2024-12-02,2024-12-02,14,Road,3935.55,Net 60,Bank Transfer
PO021017,2026-05-04,SUP0030,PROD0312,WH034,503,2192.25,2026-05-11,2026-05-16,17,Rail,648.4,Net 60,Bank Transfer
PO021018,2026-07-14,SUP0058,PROD0342,WH046,127,719.05,2026-07-28,2026-07-28,3,Sea,997.0,Net 30,Cheque
PO021019,2024-12-09,SUP0070,PROD0056,WH015,315,31388.39,2024-12-16,2024-12-23,1,Rail,12664.57,Net 90,Bank Transfer
PO021020,2026-06-23,SUP0062,PROD0479,WH001,227,905.71,2026-06-28,2026-07-06,0,Road,1568.68,Net 90,NEFT
PO021021,2024-02-27,SUP0001,PROD0167,WH033,312,367.47,2024-03-03,2024-03-03,12,Road,2325.1,Net 90,Cheque
PO021022,2026-05-23,SUP0068,PROD0351,WH009,1861,2464.86,2026-05-28,2026-05-28,47,Road,17485.64,Net 60,NEFT
PO021023,2025-06-08,SUP0025,PROD0263,WH044,995,2859.29,2025-06-13,2025-06-13,10,Road,16803.32,Net 30,Bank Transfer
PO021024,2026-07-26,SUP0039,PROD0103,WH017,272,728.04,2026-07-28,2026-07-25,13,Air,6661.56,Net 30,Bank Transfer
PO021025,2024-03-24,SUP0011,PROD0426,WH015,1305,446.43,2024-03-29,2024-03-29,48,Road,2990.09,Net 60,RTGS
PO021026,2024-10-01,SUP0102,PROD0414,WH004,107,1142.11,2024-10-06,2024-10-06,2,Road,804.67,Net 60,RTGS
PO021027,2026-06-18,SUP0059,PROD0190,WH037,300,566.43,2026-06-23,2026-06-23,0,Road,1135.28,Net 90,Bank Transfer
PO021028,2024-01-26,SUP0037,PROD0296,WH046,1447,20094.43,2024-02-02,2024-02-02,32,Rail,9064.74,Net 45,Cheque
PO021029,2024-06-27,SUP0076,PROD0120,WH006,51,786.4,2024-07-04,2024-07-04,2,Rail,579.49,Net 60,NEFT
PO021030,2024-09-30,SUP0029,PROD0343,WH006,1346,44846.55,2024-10-05,2024-10-05,3,Road,5717.83,Net 30,NEFT
PO021031,2025-04-25,SUP0098,PROD0146,WH019,431,22146.13,2025-04-30,2025-04-29,1,Road,32554.47,Net 60,RTGS
PO021032,2024-06-19,SUP0082,PROD0426,WH023,720,389.14,2024-06-26,2024-06-26,10,Rail,952.42,Net 30,RTGS
PO021033,2026-06-12,SUP0118,PROD0100,WH030,494,476.58,2026-06-17,2026-06-17,12,Road,2047.01,Net 45,NEFT
PO021034,2025-03-22,SUP0009,PROD0006,WH001,1868,204.83,2025-03-27,2025-03-27,41,Road,3760.26,Net 90,NEFT
PO021035,2026-03-18,SUP0046,PROD0125,WH009,82,3344.7,2026-03-25,2026-03-25,0,Rail,1210.53,Net 30,NEFT
PO021036,2024-01-23,SUP0076,PROD0089,WH022,41,2620.74,2024-01-28,2024-01-28,1,Road,328.03,Net 90,RTGS
PO021037,2024-11-26,SUP0009,PROD0251,WH001,222,4557.95,2024-12-01,2024-12-01,0,Road,1961.26,Net 90,Cheque
PO021038,2026-04-06,SUP0065,PROD0093,WH036,37,150.32,2026-04-11,,0,Road,505.7,Net 30,NEFT
PO021039,2025-01-24,SUP0071,PROD0382,WH025,142,334.59,2025-01-26,2025-01-26,1,Air,1234.49,Net 30,RTGS
PO021040,2024-11-21,SUP0103,PROD0113,WH016,1285,359.06,2024-11-26,2024-11-23,32,Road,4712.0,Net 30,NEFT
PO021041,2024-08-22,SUP0042,PROD0350,WH026,1217,25566.14,2024-08-29,2024-08-29,53,Rail,15773.87,Net 30,Cheque
